id,first_name,second_name,position,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent
512,Tom,Davies,MID,2,3,63,1544,17,246.1,259.0,208,0,248,70.9,8,0,4,2.3
513,Harry,Winks,MID,1,1,30,494,6,122.1,128.0,77,0,141,32.8,0,0,1,0.0
514,Greg,Olley,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
515,Josh,Clackstone,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
516,Jarrod,Bowen,FWD,0,0,8,181,8,17.9,3.8,36,0,21,5.7,0,0,0,0.1
517,Dusan,Kuciak,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2
518,Greg,Luer,FWD,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
519,Josh,Tymon,DEF,0,0,9,323,8,20.5,40.2,2,0,57,6.4,1,0,1,0.3
520,Lynden,Gooch,MID,0,0,12,366,9,66.4,36.4,54,0,43,15.4,1,0,3,0.2
521,Joel,Asoro,MID,0,0,1,10,0,0.0,0.0,2,0,3,0.2,0,0,0,0.0
522,Alex,Baptiste,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
523,Trent,Alexander-Arnold,MID,0,0,8,167,2,20.2,32.4,48,0,32,10.1,0,0,0,0.0
524,Alexander,Manninger,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.3
525,Steven,Defour,MID,1,3,54,1068,13,386.4,249.2,96,6,245,73.3,5,0,1,0.2
526,Jonathan,Calleri,FWD,1,0,23,540,4,115.0,56.2,265,0,47,43.2,3,0,0,0.1
527,Fabio Pereira,da Silva,DEF,0,0,58,1847,30,273.9,355.8,39,8,347,67.1,6,0,8,0.4
528,Pablo,Maffeo,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
529,Luke,McGee,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
530,Nathaniel,Chalobah,MID,0,1,12,167,3,51.1,40.6,7,0,54,9.9,0,0,2,0.0
531,Aiden,O'Neill,MID,0,0,3,85,4,5.1,7.6,8,0,16,2.1,0,0,0,0.0
532,Josh,Robson,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
533,Steven,Pienaar,MID,0,0,15,802,13,134.4,90.8,98,0,77,32.3,2,1,5,0.0
534,Reece,Burke,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
535,Ashley,Fletcher,FWD,0,0,16,367,13,64.2,30.6,160,0,33,24.4,0,0,2,0.2
536,Ryan,Fraser,MID,3,9,100,1764,32,536.5,338.4,332,8,345,120.7,7,0,3,1.2
537,Thomas,Robson,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
538,Javier,Manquillo,DEF,1,0,38,1430,28,98.7,242.2,66,0,210,40.8,2,0,2,0.0
539,Roberto,Pereyra,MID,2,3,43,1036,17,239.3,168.0,141,2,186,54.7,3,1,2,0.2
540,Daryl,Janmaat,DEF,2,1,50,1614,33,222.3,309.4,254,0,261,78.8,2,0,2,0.2
541,Claudio,Bravo,GK,0,0,73,1968,26,0.0,292.2,0,3,366,28.9,6,0,0,1.2
542,Edimilson,Fernandes,MID,0,1,38,1002,18,109.9,107.8,209,0,148,42.3,3,0,4,0.0
543,Hiram,Boateng,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
544,Julien,Ngoy,FWD,0,0,5,49,1,12.1,7.4,46,0,16,6.5,0,0,0,0.1
545,Ben,Hinchcliffe,FWD,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
546,Oliver,McBurnie,FWD,0,0,5,82,5,33.0,8.0,39,0,17,8.0,0,0,0,0.1
547,Maksymilian,Stryjek,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
548,Jack,Rose,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2
549,Lucas,Pérez,FWD,1,1,20,272,2,105.4,65.4,163,0,83,32.9,1,0,0,0.1
550,Simone,Zaza,FWD,0,0,10,459,14,112.4,16.4,207,0,21,32.9,2,0,2,0.1
551,Sofiane,Boufal,MID,1,1,40,1104,22,328.6,197.0,265,1,160,78.6,3,0,5,0.1
552,Stefano,Okaka,FWD,4,0,43,959,23,179.6,197.6,494,3,157,87.1,2,0,5,0.1
553,Patrick,Bamford,FWD,1,0,21,326,8,26.9,51.0,139,2,59,21.5,0,0,1,0.1
554,David,Marshall,GK,0,0,32,1440,44,0.3,423.0,0,0,262,42.3,0,0,0,0.1
555,Shkodran,Mustafi,DEF,2,2,90,2274,30,159.7,598.2,364,8,513,112.4,8,0,11,1.4
556,Adrian,Mariappa,DEF,0,0,15,562,13,12.7,162.6,26,3,121,20.1,1,0,0,0.4
557,Will,Keane,FWD,0,0,8,280,10,50.1,2.8,39,0,9,8.3,1,0,0,0.2
558,Alfie,Mawson,DEF,4,0,94,2430,45,62.0,678.0,302,9,541,104.2,7,0,1,1.9
559,Didier,Ndong,MID,1,1,67,2520,48,310.1,340.4,140,1,397,78.9,5,0,5,0.0
560,Jeff,Hendrick,MID,2,1,76,2691,47,234.4,284.6,259,1,286,77.4,9,1,6,0.1
561,Marcos,Alonso,DEF,6,5,177,2693,19,420.4,618.2,536,11,675,157.6,15,0,2,16.0
562,Bruno,Martins Indi,DEF,1,0,106,3146,50,34.4,682.6,266,9,634,98.6,11,0,4,0.7
563,Adama,Traoré,MID,0,1,52,1543,22,320.5,283.2,176,2,264,77.9,6,0,1,0.1
564,Pau,López Sabata,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
565,Georges-Kévin,Nkoudou,MID,0,0,8,54,0,7.7,17.0,26,0,25,5.2,0,0,0,0.0
566,James,Weir,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
567,Islam,Slimani,FWD,7,4,83,1281,23,268.4,338.2,516,9,271,111.3,5,0,1,0.6
568,Álvaro,Arbeloa,DEF,0,0,0,258,9,32.5,37.0,3,0,34,7.3,0,0,3,0.1
569,Dieumerci,Mbokani,FWD,0,2,27,764,16,107.3,52.4,235,0,43,39.6,3,0,0,0.0
570,David,Luiz Moreira Marinho,DEF,1,1,132,2954,26,158.1,651.0,280,10,675,109.1,15,0,6,5.0
571,Hal,Robson-Kanu,FWD,3,2,52,701,13,130.7,166.2,255,3,144,53.8,1,0,3,0.3
572,Moussa,Sissoko,MID,0,3,43,909,5,274.2,133.0,212,0,162,61.0,4,0,3,0.1
573,Markus,Henriksen,MID,0,0,20,638,13,62.9,52.4,60,0,75,17.4,0,0,1,0.0
574,Lee,Grant,GK,0,0,106,2520,34,0.0,644.0,0,9,546,64.7,9,0,1,6.5
575,Victor,Anichebe,FWD,3,1,48,1219,21,195.3,210.4,505,5,166,90.4,3,0,2,2.2
576,Mathieu,Flamini,MID,0,0,12,274,6,13.7,33.0,13,0,47,5.9,0,0,0,0.1
577,Michael,Simões Domingues,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
578,Aleix,García Serrano,MID,0,0,4,77,2,19.1,14.0,0,0,25,3.4,0,0,0,0.0
579,Jonathan,Benteke,FWD,0,0,1,7,0,0.3,5.0,9,0,3,1.4,0,0,0,0.4
580,Ezekiel,Fryers,DEF,0,1,9,188,7,36.3,41.6,8,0,38,8.6,0,0,0,0.0
581,Luke,Dreher,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
582,Oviemuno,Ejaria,MID,0,0,2,8,0,1.3,0.0,2,0,6,0.3,0,0,0,0.0
583,Ben,Hamer,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
584,Lloyd,Isgrove,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
585,Ben,Wynter,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
586,Jake,Hesketh,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
587,George,Honeyman,MID,0,0,7,235,4,42.7,34.2,29,0,30,10.6,1,0,1,0.0
588,Jeff,Reine-Adelaide,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
589,Olufela,Olomola,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
590,Dominic,Solanke,FWD,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
591,Raphael,Spiegel,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2
592,Sam,McQueen,MID,0,1,23,616,9,58.4,123.6,25,0,132,20.8,1,0,0,0.1
593,Ainsley,Maitland-Niles,MID,0,0,1,2,0,0.0,2.2,0,0,5,0.2,0,0,0,0.0
594,Kevin,Long,DEF,0,0,3,270,6,0.2,56.4,4,0,39,6.1,0,0,0,0.1
595,Dominic,Calvert-Lewin,FWD,1,0,17,347,7,10.0,53.2,82,1,46,14.1,0,0,1,0.1
596,Mateusz,Hewelt,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
597,Stuart,Taylor,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
598,Daniel,James,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
599,Thibaud,Verlinden,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
600,Ryan,Allsop,GK,0,0,3,90,1,0.0,33.8,0,0,17,3.4,0,0,0,0.1
601,Alex,Palmer,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
602,Matthew,James,MID,0,0,1,1,0,0.0,0.0,0,0,3,0.0,0,0,0,0.0
603,Ben,Woodburn,MID,0,0,5,86,1,12.6,7.4,34,0,14,5.4,0,0,0,0.0
604,Joshua,Sims,MID,0,1,12,211,1,38.2,41.8,83,0,48,16.3,1,0,0,0.3
605,Andrew,Eleftheriou,DEF,0,0,0,52,2,0.8,5.2,0,0,4,0.6,0,0,0,0.0
606,Michael,Phillips,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
607,Oluwatosin,Adarabioyo,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
608,Alex,Pike,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
609,Marcus,Browne,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
610,Domingos,Quina,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
611,Noor,Husin,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
612,Aaron,Wan-Bissaka,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
613,Josh,Maja,FWD,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1
614,Rekeem,Harper,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
615,Ethan,Robson,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
616,Jonjoe,Kenny,DEF,0,0,1,13,0,0.6,0.0,0,0,2,0.0,0,0,0,0.0
617,Elliot,Embleton,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
618,Declan,Rice,MID,0,0,1,1,0,0.3,0.6,0,0,3,0.1,0,0,0,0.0
619,Charlie,Rowan,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
620,Michael,Folivi,FWD,0,0,1,10,0,0.1,0.0,0,0,2,0.0,0,0,0,0.0
621,Brandon,Mason,DEF,0,0,1,113,5,0.8,11.4,0,0,13,1.2,0,0,0,0.1
622,Carl,Stewart,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
623,Harry,Lewis,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
624,Michael,Ledger,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
625,Gabriel Fernando,de Jesus,FWD,7,4,67,651,5,165.9,335.8,436,12,258,92.9,3,0,2,14.7
626,Joey,Barton,MID,1,2,37,1105,16,147.4,184.8,86,0,205,41.9,4,0,4,0.1
627,Ademola,Lookman,MID,1,0,16,289,2,15.5,55.8,193,0,33,26.1,1,0,0,0.0
628,Wilfred,Ndidi,MID,2,3,59,1521,28,93.8,313.6,357,2,288,76.4,4,0,0,0.7
629,Rudy,Gestede,FWD,1,0,21,533,12,148.4,79.4,254,0,80,48.1,1,0,3,0.1
630,Evandro,Goebel,MID,0,0,18,576,10,171.0,42.4,20,0,88,23.2,3,0,1,0.0
631,Joel,Taylor,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
632,Luciano,Narsingh,MID,0,3,25,416,8,105.7,74.4,60,0,75,23.9,1,0,0,0.0
633,Martin,Olsson,DEF,2,0,52,1252,18,149.5,262.0,114,3,234,52.6,4,0,2,0.8
634,Omar,Elabdellaoui,DEF,0,0,13,615,16,70.4,84.6,8,0,111,16.4,1,0,0,0.0
635,Joleon,Lescott,DEF,0,0,1,124,5,0.3,39.0,0,0,14,3.9,0,0,0,0.3
636,Mauro,Zárate,FWD,0,1,8,204,3,52.8,18.8,71,0,27,14.3,0,0,0,0.0
637,M'Baye,Niang,FWD,2,2,49,1246,27,186.3,190.0,364,6,183,73.4,3,0,2,0.4
638,Andrea,Ranocchia,DEF,2,2,55,1330,31,39.0,444.4,158,9,299,64.2,3,0,2,1.3
639,Giedrius,Arlauskis,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
640,Robbie,Brady,MID,1,3,39,719,11,253.0,151.2,116,4,143,51.6,1,0,1,0.2
641,Ashley,Westwood,MID,0,0,13,551,9,64.3,50.8,2,0,68,11.8,1,0,3,0.0
642,Jordan,Ayew,FWD,1,4,39,867,7,122.5,141.0,219,2,122,47.9,5,0,1,0.6
643,Manolo,Gabbiadini,FWD,4,1,38,724,12,85.0,165.6,432,4,124,67.8,3,0,1,6.5
644,Alfred,N'Diaye,MID,1,0,34,1273,30,98.3,158.8,137,2,177,39.1,4,0,7,0.8
645,Molla,Wagué,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
646,Luka,Milivojevic,MID,2,0,42,1224,16,96.5,192.4,130,3,169,41.8,5,0,4,0.1
647,Kamil,Grosicki,MID,0,5,43,1143,27,360.9,133.6,309,0,132,80.3,3,0,1,0.2
648,Thomas,Edwards,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
649,Baily,Cargill,DEF,0,0,1,13,0,0.0,4.2,0,0,5,0.4,0,0,0,0.0
650,Mouez,Hassen,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
651,Daniel,Agyei,FWD,0,0,3,25,0,0.3,1.0,11,0,6,0.8,0,0,0,0.0
652,Martín,Cáceres,DEF,0,0,2,90,1,1.1,19.6,6,0,16,2.7,0,0,0,0.0
653,Harry,Wilson,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
654,Connor,Roberts,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
655,Matthew,Willock,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
656,Axel,Tuanzebe,DEF,0,0,14,303,4,27.7,32.6,18,0,69,7.8,2,0,0,0.3
657,Damian Emiliano,Martinez,GK,0,0,8,180,3,0.0,30.6,0,0,35,3.1,1,0,0,0.6
658,Joe,Williams,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
659,Dion,Pereira,MID,0,0,2,25,1,14.6,4.2,4,0,6,2.3,0,0,0,0.0
660,Matt,Macey,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
661,James,Husband,DEF,0,0,0,58,3,1.5,1.2,0,0,3,0.3,0,0,0,0.0
662,Joel Dinis,Castro Pereira,GK,0,0,6,90,0,0.0,7.4,0,0,23,0.7,1,0,0,0.1
663,Eduardo,Dos Reis Carvalho,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
664,Moses,Makasi,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
665,Nathan,Holland,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
666,Rhian,Brewster,FWD,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
667,Scott,McTominay,MID,0,0,3,97,0,19.1,22.2,17,0,16,5.8,1,0,1,0.0
668,Angus,Gunn,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
669,Demetri,Mitchell,DEF,0,0,8,90,0,31.6,24.8,0,2,35,5.6,1,0,0,0.0
670,Elliott,Moore,DEF,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
671,Filip,Lesniak,MID,0,1,4,5,0,11.2,18.6,0,0,14,3.0,0,0,0,0.0
672,Samuel,Shashoua,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
673,Zachary,Dearnley,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
674,Joshua,Harrop,MID,1,0,8,90,0,20.2,36.2,21,0,32,7.7,1,0,0,0.0
675,Daniel,Kemp,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
676,Daniel,Batty,MID,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
677,Aaron,Ramsdale,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
678,Matthew,Worthington,MID,0,0,1,17,0,0.7,1.0,0,0,3,0.2,0,0,0,0.0
679,Sam,Surridge,FWD,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
680,Angel,Gomes,MID,0,0,1,3,0,3.8,0.8,0,0,2,0.5,0,0,0,0.0
681,Kieran,O'Hara,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
682,Gerhard,Tremmel,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
683,Rene,Gilmartin,GK,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0
